Spec_ID,Car_ID,Engine,Max Power,Max Torque,Drivetrain
1627,1627,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD
1628,1628,999 cc,124 bhp @ 6000 rpm,,FWD
1629,1629,2494 cc,102@5600,200@1400,FWD
1630,1630,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,AWD
1631,1631,799 cc,53 bhp @ 5678 rpm,72 Nm @ 4386 rpm,FWD
1632,1632,2523 cc,63 bhp @ 3200 rpm,195 Nm @ 1400 rpm,RWD
1633,1633,1373 cc,94 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD
1634,1634,1197 cc,80@5200,111@4000,FWD
1635,1635,999 cc,124 bhp @ 6000 rpm,,FWD
1636,1636,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD
1637,1637,2494 cc,100 bhp @ 3600 rpm,200 Nm @ 1400 rpm,RWD
1638,1638,2987 cc,255 bhp @ 3400 rpm,620 Nm @ 1600 rpm,AWD
1639,1639,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD
1640,1640,1197 cc,89 bhp @ 6000 rpm,113 Nm @ 4400 rpm,FWD
1641,1641,1198 cc,67 bhp @ 5000 rpm,104 Nm @ 4000 rpm,FWD
1642,1642,2179 cc,140 bhp @ 3750 rpm,330 Nm @ 2800 rpm,FWD
1643,1643,1968 cc,141 bhp @ 4200 rpm,320 Nm @ 1750 rpm,FWD
1644,1644,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD
1645,1645,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD
1646,1646,998 cc,58 bhp @ 6200 rpm,77 Nm @ 3500 rpm,FWD
1647,1647,2179 cc,154 bhp @ 4000 rpm,400 Nm @ 1700 rpm,RWD
1648,1648,2982 cc,169 bhp @ 3600 rpm,343 Nm @ 1400 rpm,AWD
1649,1649,1248 cc,73 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD
1650,1650,1598 cc,103 bhp @ 5250 rpm,153 Nm @ 3800 rpm,FWD
1651,1651,998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD
1652,1652,2755 cc,172 bhp @ 3400 rpm,360 Nm @ 1200 rpm,RWD
1653,1653,1332 cc,161 bhp @ 5500 rpm,250 Nm @ 1620 rpm,FWD
1654,1654,1497 cc,108 bhp @ 3750 rpm,260 Nm @ 1500 rpm,FWD
1655,1655,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD
1656,1656,1197 cc,79 bhp @ 6000 rpm,112.7619 Nm @ 4000 rpm,FWD
1657,1657,999 cc,124 bhp @ 6000 rpm,,FWD
1658,1658,1995 cc,268 bhp @ 5150 rpm,400 Nm @ 3000 rpm,AWD
1659,1659,1497 cc,115 bhp @ 3750 rpm,300 Nm @ 1500 rpm,FWD
1660,1660,1364 cc,68 bhp @ 3600 rpm,170 Nm @ 2400 rpm,FWD
1661,1661,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD
1662,1662,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD
1663,1663,2179 cc,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD
1664,1664,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD
1665,1665,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD
1666,1666,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD
1667,1667,1198 cc,74 bhp @ 5400 rpm,110 Nm @ 3750 rpm,FWD
1668,1668,1956 cc,169 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD
1669,1669,998 cc,58 bhp @ 6200 rpm,77 Nm @ 3500 rpm,FWD
1670,1670,1197 cc,79 bhp @ 6000 rpm,112.7619 Nm @ 4000 rpm,FWD
1671,1671,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD
1672,1672,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD
1673,1673,2143 cc,201 bhp @ 3800 rpm,500 Nm @ 1600 rpm,AWD
1674,1674,1497 cc,118@6600,146@4600,FWD
1675,1675,1497 cc,113 bhp @ 6300 rpm,144 Nm @ 4500 rpm,FWD
1676,1676,1197 cc,68 bhp @ 6000 rpm,95 Nm @ 4000 rpm,FWD
1677,1677,1086 cc,67@5500,99@2800,FWD
1678,1678,1995 cc,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,RWD
1679,1679,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,RWD
1680,1680,998 cc,68@6200,90@3500,FWD
1681,1681,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD
1682,1682,1461 cc,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,FWD
1683,1683,999 cc,124 bhp @ 6000 rpm,,FWD
1684,1684,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD
1685,1685,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD
1686,1686,1995 cc,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,RWD
1687,1687,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD
1688,1688,2179 cc,188 bhp @ 3500 rpm,420 Nm @ 1750 rpm,AWD
1689,1689,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD
1690,1690,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD
1691,1691,2393 cc,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,RWD
1692,1692,1499 cc,110 bhp @ 6300 rpm,140 Nm @ 4400 rpm,FWD
1693,1693,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD
1694,1694,1336 cc,89 bhp @ 4000 rpm,219.744 Nm @ 1500 rpm,FWD
1695,1695,1496 cc,80 bhp @ 5600 rpm,132 Nm @ 3000 rpm,FWD
1696,1696,1997 cc,150 bhp @ 5000 rpm,300 Nm @ 1250 rpm,AWD
1697,1697,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD
1698,1698,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD
1699,1699,1086 cc,68 bhp @ 5500 rpm,99.08 Nm @ 4500 rpm,FWD
1700,1700,2993 cc,271 bhp @ 4000 rpm,600 Nm @ 2000 rpm,RWD
1701,1701,2179 cc,153 bhp @ 3750 rpm,360 Nm @ 1750 rpm,FWD
1702,1702,1086 cc,67@5500,99@2800,FWD
1703,1703,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD
1704,1704,1197 cc,83 bhp @ 6000 rpm,113.796 Nm @ 4000 rpm,FWD
1705,1705,1984 cc,188 bhp @ 4200 rpm,320 Nm @ 1450 rpm,FWD
1706,1706,1968 cc,177 bhp @ 4200 rpm,380 Nm @ 1750 rpm,FWD
1707,1707,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD
1708,1708,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD
1709,1709,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD
1710,1710,2184 cc,130 bhp @ 3750 rpm,300 Nm @ 1600 rpm,AWD
1711,1711,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD
1712,1712,1996 cc,168 bhp @ 3500 rpm,420 Nm @ 2000 rpm,RWD
1713,1713,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD
1714,1714,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD
1715,1715,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD
1716,1716,1461 cc,108 bhp @ 3900 rpm,248 Nm @ 2250 rpm,FWD
1717,1717,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD
1718,1718,1984 cc,227 bhp @ 5500 rpm,350 Nm @ 1250 rpm,FWD
1719,1719,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD
1720,1720,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD
1721,1721,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD
1722,1722,1591 cc,122 bhp @ 6400 rpm,154 Nm @ 4850 rpm,FWD
1723,1723,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD
1724,1724,1461 cc,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,FWD
1725,1725,4951 cc,396 bhp @ 6500 rpm,515 Nm @ 4250 rpm,RWD
1726,1726,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD
1727,1727,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD
1728,1728,1950 cc,241 bhp @ 4200 rpm,500 Nm @ 1600 rpm,RWD
1729,1729,2982 cc,169 bhp @ 3600 rpm,343 Nm @ 1400 rpm,RWD
1730,1730,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD
1731,1731,2755 cc,172 bhp @ 3400 rpm,360 Nm @ 1200 rpm,RWD
1732,1732,1950 cc,161 bhp @ 4200 rpm,380 Nm @ 1200 rpm,RWD
1733,1733,796 cc,47@6200,62@3000,FWD
1734,1734,1497 cc,118@6600,146@4600,FWD
1735,1735,1968 cc,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD
1736,1736,2179 cc,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD
1737,1737,998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD
1738,1738,998 cc,67.7 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD
1739,1739,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD
1740,1740,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD
1741,1741,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD
1742,1742,1991 cc,181 bhp @ 5500 rpm,300 Nm @ 1200 rpm,FWD
1743,1743,2998 cc,335 bhp @ 5500 rpm,450 Nm @ 1500 rpm,AWD
1744,1744,1591 cc,122 bhp @ 6400 rpm,151 Nm @ 4850 rpm,FWD
1745,1745,799 cc,53 bhp @ 5678 rpm,72 Nm @ 4386 rpm,FWD
1746,1746,1591 cc,121 bhp @ 6400 rpm,151 Nm @ 4850 rpm,FWD
1747,1747,1984 cc,188 bhp @ 4200 rpm,320 Nm @ 1450 rpm,FWD
1748,1748,1995 cc,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,RWD
1749,1749,3198 cc,197 bhp @ 3000 rpm,470 Nm @ 1750 rpm,AWD
1750,1750,1998 cc,248 bhp @ 5200 rpm,350 Nm @ 1450 rpm,AWD
1751,1751,1493 cc,84 bhp @ 3750 rpm,230 Nm @ 1500 rpm,RWD
1752,1752,1999 cc,150 bhp @ 6200 rpm,192 Nm @ 4000 rpm,FWD
1753,1753,1591 cc,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD
1754,1754,999 cc,71 bhp @ 6250 rpm,96 Nm @ 3500 rpm,FWD
1755,1755,2755 cc,172 bhp @ 3400 rpm,360 Nm @ 1200 rpm,RWD
1756,1756,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD
1757,1757,1591 cc,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD
1758,1758,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD
1759,1759,2179 cc,120 bhp @ 4000 rpm,290 Nm @ 1800 rpm,RWD
1760,1760,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD
1761,1761,1197 cc,89 bhp @ 6000 rpm,113 Nm @ 4400 rpm,FWD
1762,1762,2179 cc,154 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD
1763,1763,2179 cc,138 bhp @ 3750 rpm,330 Nm @ 1600 rpm,FWD
1764,1764,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD
1765,1765,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD
1766,1766,1969 cc,190 bhp @ 4250 rpm,400 Nm @ 1750 rpm,FWD
1767,1767,1998 cc,228 bhp @ 5200 rpm,320 Nm @ 1450 rpm,FWD
1768,1768,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD
1769,1769,4663 cc,453 bhp @ 5250 rpm,700 Nm @ 1800 rpm,RWD
1770,1770,1198 cc,87 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD
1771,1771,1950 cc,241 bhp @ 4200 rpm,500 Nm @ 1600 rpm,AWD
1772,1772,999 cc,124 bhp @ 6000 rpm,,FWD
1773,1773,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD
1774,1774,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD
1775,1775,1451 cc,141 bhp @ 5000 rpm,250 Nm @ 1600 rpm,FWD
1776,1776,2400 cc,215 bhp @ 4000 rpm,440 Nm @ 1500 rpm,AWD
1777,1777,1995 cc,190 bhp @ 4000 rpm,400 Nm @ 1750 rpm,AWD
1778,1778,2523 cc,75 bhp @ 3200 rpm,200 Nm @ 1400 rpm,RWD
1779,1779,1969 cc,232 bhp @ 4250 rpm,480 Nm @ 1750 rpm,AWD
1780,1780,1968 cc,190 bhp @ 3800 rpm,400 Nm @ 1750 rpm,FWD
1781,1781,2143 cc,201 bhp @ 3800 rpm,500 Nm @ 1600 rpm,AWD
1782,1782,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD
1783,1783,999 cc,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,FWD
1784,1784,2143 cc,134 bhp @ 3600 rpm,300 Nm @ 1600 rpm,FWD
1785,1785,1997 cc,150 bhp @ 5000 rpm,320 Nm @ 1500 rpm,AWD
1786,1786,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD
1787,1787,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD
1788,1788,1997 cc,150 bhp @ 5000 rpm,300 Nm @ 1250 rpm,AWD
1789,1789,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD
1790,1790,2477 cc,176 bhp @ 4000 rpm,350 Nm @ 1800 rpm,RWD
1791,1791,2982 cc,169 bhp @ 3600 rpm,360 Nm @ 1400 rpm,RWD
1792,1792,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD
1793,1793,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD
1794,1794,1591 cc,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD
1795,1795,2148 cc,170@3700,410@2000,RWD
1796,1796,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD
1797,1797,1493 cc,100 bhp @ 3750 rpm,240 Nm @ 1600 rpm,RWD
1798,1798,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD
1799,1799,1956 cc,171 bhp @ 3750 rpm,350 Nm @ 1750 rpm,AWD
1800,1800,1598 cc,118 bhp @ 3750 rpm,320 Nm @ 1750 rpm,FWD
1801,1801,793 cc,46 bhp @ 3500 rpm,125 Nm @ 2000 rpm,FWD
1802,1802,1061 cc,58@6000,77@4500,FWD
1803,1803,2987 cc,235 bhp @ 4000 rpm,490 Nm @ 1800 rpm,RWD
1804,1804,2995 cc,335 bhp @ 5300 rpm,450 Nm @ 1340 rpm,AWD
1805,1805,1197 cc,80 bhp @ 5600 rpm,104 Nm @ 3100 rpm,FWD
1806,1806,2393 cc,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,RWD
1807,1807,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD
1808,1808,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD
1809,1809,1586 cc,102@5500,145@4200,FWD
1810,1810,2179 cc,140 bhp @ 3750 rpm,330 Nm @ 2800 rpm,AWD
1811,1811,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD
1812,1812,2179 cc,154 bhp @ 4000 rpm,400 Nm @ 1700 rpm,RWD
1813,1813,1968 cc,150 bhp @ 3500 rpm,340 Nm @ 1750 rpm,FWD
1814,1814,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,FWD
1815,1815,999 cc,124 bhp @ 6000 rpm,,FWD
1816,1816,1968 cc,177 bhp @ 4200 rpm,380 Nm @ 1750 rpm,FWD
1817,1817,1332 cc,161 bhp @ 5500 rpm,250 Nm @ 1620 rpm,FWD
1818,1818,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD
1819,1819,1794 cc,132@6000,170@4200,FWD
1820,1820,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD
1821,1821,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD
1822,1822,2494 cc,102@5600,200@3400,FWD
1823,1823,2179 cc,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD
1824,1824,1997 cc,138 bhp @ 3750 rpm,320 Nm @ 1600 rpm,FWD
1825,1825,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD
1826,1826,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD
1827,1827,1493 cc,100 bhp @ 3750 rpm,240 Nm @ 1600 rpm,RWD
1828,1828,1497 cc,118 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD
1829,1829,799 cc,53 bhp @ 5678 rpm,72 Nm @ 4386 rpm,FWD
1830,1830,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD
1831,1831,1968 cc,188 bhp @ 4200 rpm,400 Nm @ 1750 rpm,FWD
1832,1832,1968 cc,141 bhp @ 4000 rpm,320 Nm @ 1750 rpm,FWD
1833,1833,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD
1834,1834,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD
1835,1835,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD
1836,1836,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD
1837,1837,1968 cc,190 bhp @ 3800 rpm,400 Nm @ 1750 rpm,FWD
1838,1838,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD
1839,1839,2179 cc,153 bhp @ 3750 rpm,360 Nm @ 1750 rpm,FWD
1840,1840,2993 cc,261 bhp @ 4000 rpm,620 Nm @ 2000 rpm,RWD
1841,1841,1984 cc,241 bhp @ 5000 rpm,370 Nm @ 1600 rpm,FWD
1842,1842,1497 cc,113 bhp @ 6300 rpm,144 Nm @ 4500 rpm,FWD
1843,1843,799 cc,53 bhp @ 5678 rpm,72 Nm @ 4386 rpm,FWD
1844,1844,1461 cc,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,FWD
1845,1845,1598 cc,103 bhp @ 4400 rpm,250 Nm @ 1500 rpm,FWD
1846,1846,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD
1847,1847,1497 cc,108 bhp @ 3750 rpm,260 Nm @ 1500 rpm,FWD
1848,1848,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD
1849,1849,2179 cc,153 bhp @ 3750 rpm,360 Nm @ 1750 rpm,FWD
1850,1850,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD
1851,1851,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD
1852,1852,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD
1853,1853,1493 cc,84 bhp @ 3750 rpm,230 Nm @ 1500 rpm,RWD
1854,1854,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD
1855,1855,1984 cc,150 bhp @ 3500 rpm,350 Nm @ 1500 rpm,FWD
1856,1856,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD
1857,1857,1798 cc,177 bhp @ 5100 rpm,250 Nm @ 1250 rpm,FWD
1858,1858,1497 cc,118@6600,146@4600,FWD
1859,1859,1120 cc,71 bhp @ 4000 rpm,180 Nm @ 1750 rpm,FWD
1860,1860,999 cc,124 bhp @ 6000 rpm,,FWD
1861,1861,2755 cc,172 bhp @ 3400 rpm,360 Nm @ 1200 rpm,RWD
1862,1862,1248 cc,75@4000,190@2000,FWD
1863,1863,1598 cc,104 bhp @ 5250 rpm,153 Nm @ 3800 rpm,FWD
1864,1864,1591 cc,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD
1865,1865,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD
1866,1866,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,AWD
1867,1867,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD
1868,1868,1498 cc,99 bhp @ 3750 rpm,215 Nm @ 1750 rpm,FWD
1869,1869,1496 cc,114 bhp @ 4000 rpm,270 Nm @ 1750 rpm,FWD
1870,1870,1968 cc,190 bhp @ 3800 rpm,400 Nm @ 1750 rpm,FWD
1871,1871,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD
1872,1872,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD
1873,1873,1197 cc,82 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD
1874,1874,2494 cc,101 bhp @ 3600 rpm,200 Nm @ 1200 rpm,RWD
1875,1875,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD
1876,1876,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD
1877,1877,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD
1878,1878,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD
1879,1879,2993 cc,261 bhp @ 4000 rpm,620 Nm @ 2000 rpm,RWD
1880,1880,998 cc,68@6200,90@3500,FWD
1881,1881,1498 cc,89 bhp @ 4200 rpm,230 Nm @ 1500 rpm,FWD
1882,1882,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD
1883,1883,1995 cc,190 bhp @ 4000 rpm,400 Nm @ 1750 rpm,AWD
1884,1884,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD
1885,1885,1461 cc,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,FWD
1886,1886,814 cc,55 bhp @ 5500 rpm,75 Nm @ 4000 rpm,FWD
1887,1887,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD
1888,1888,2179 cc,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD
1889,1889,2143 cc,134 bhp @ 3600 rpm,300 Nm @ 1600 rpm,FWD
1890,1890,1199 cc,84 bhp @ 6000 rpm,114 Nm @ 3500 rpm,FWD
1891,1891,2996 cc,362 bhp @ 5250 rpm,500 Nm @ 1800 rpm,RWD
1892,1892,1997 cc,150 bhp @ 5000 rpm,300 Nm @ 1250 rpm,AWD
1893,1893,1086 cc,67@5500,99@2800,FWD
1894,1894,3198 cc,197 bhp @ 3000 rpm,470 Nm @ 1750 rpm,AWD
1895,1895,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD
1896,1896,995 cc,62 bhp @ 5400 rpm,90 Nm @ 4200 rpm,FWD
1897,1897,1197 cc,82 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD
1898,1898,1997 cc,154 bhp @ 6500 rpm,190 Nm @ 4300 rpm,FWD
1899,1899,999 cc,124 bhp @ 6000 rpm,,FWD
1900,1900,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD
1901,1901,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD
1902,1902,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD
1903,1903,999 cc,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,FWD
1904,1904,999 cc,124 bhp @ 6000 rpm,,FWD
1905,1905,1498 cc,99 bhp @ 3750 rpm,205 Nm @ 1750 rpm,FWD
1906,1906,1595 cc,120 bhp @ 5000 rpm,200 Nm @ 1250 rpm,FWD
1907,1907,999 cc,124 bhp @ 6000 rpm,,FWD
1908,1908,1120 cc,71 bhp @ 4000 rpm,180 Nm @ 1750 rpm,FWD
1909,1909,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD
1910,1910,1591 cc,122 bhp @ 6400 rpm,154 Nm @ 4850 rpm,FWD
1911,1911,1395 cc,148 bhp @ 5000 rpm,250 Nm @ 1500 rpm,FWD
1912,1912,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD
1913,1913,2925 cc,282 bhp @ 3600 rpm,600 Nm @ 1600 rpm,RWD
1914,1914,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD
1915,1915,2143 cc,204 bhp @ 4200 rpm,500 Nm @ 1600 rpm,RWD
1916,1916,1968 cc,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD
1917,1917,1086 cc,68 bhp @ 5500 rpm,99 Nm @ 4500 rpm,FWD
1918,1918,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD
1919,1919,3198 cc,197 bhp @ 3000 rpm,470 Nm @ 1750 rpm,AWD
1920,1920,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,RWD
1921,1921,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,AWD
1922,1922,1798 cc,138 bhp @ 6400 rpm,173 Nm @ 4000 rpm,FWD
1923,1923,1199 cc,85 bhp @ 6000 rpm,113 Nm @ 3300 rpm,FWD
1924,1924,1969 cc,190 bhp @ 4000 rpm,400 Nm @ 1750 rpm,AWD
1925,1925,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD
1926,1926,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD
1927,1927,1197 cc,80@5200,111@4000,FWD
1928,1928,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD
1929,1929,999 cc,124 bhp @ 6000 rpm,,FWD
1930,1930,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD
1931,1931,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD
1932,1932,814 cc,55 bhp @ 5500 rpm,75 Nm @ 4000 rpm,FWD
1933,1933,1968 cc,190 bhp @ 3800 rpm,400 Nm @ 1750 rpm,FWD
1934,1934,2179 cc,140 bhp @ 3750 rpm,320 Nm @ 1500 rpm,RWD
1935,1935,998 cc,58 bhp @ 6200 rpm,77 Nm @ 3500 rpm,FWD
1936,1936,1198 cc,108 bhp @ 5000 rpm,170 Nm @ 1750 rpm,FWD
1937,1937,1497 cc,78@5500,125@2700,FWD
1938,1938,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD
1939,1939,1956 cc,169 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD
1940,1940,1493 cc,70 bhp @ 3600 rpm,195 Nm @ 1400 rpm,RWD
1941,1941,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD
